"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.036189150E-1,2.622198105E0,2.089711905E0,2.433769941E0,4.143193801E0
1.075589150E-1,1.645141006E0,7.787089944E-1,2.972733974E0,3.485688441E0
1.114982990E-1,1.645141006E0,7.787089944E-1,2.972733974E0,3.485688441E0
1.154386840E-1,1.645141006E0,7.787089944E-1,2.972733974E0,3.485688441E0
1.193786840E-1,1.645141006E0,7.787089944E-1,2.972733974E0,3.485688441E0
1.233189770E-1,1.645141006E0,7.787089944E-1,2.972733974E0,3.485688441E0
1.272592080E-1,1.645141006E0,7.787089944E-1,2.972733974E0,3.485688441E0
1.311989770E-1,-1.863834023E0,2.456890106E0,4.900409877E-1,3.122551270E0
1.351390050E-1,-1.863834023E0,2.456890106E0,4.900409877E-1,3.122551270E0
1.390790050E-1,-1.863834023E0,2.456890106E0,4.900409877E-1,3.122551270E0
1.430174670E-1,-1.863834023E0,2.456890106E0,4.900409877E-1,3.122551270E0
1.469571400E-1,-1.863834023E0,2.456890106E0,4.900409877E-1,3.122551270E0
1.508967560E-1,-3.161902905E0,4.205083847E0,-1.739209056E0,5.541228048E0
1.548365250E-1,-3.161902905E0,4.205083847E0,-1.739209056E0,5.541228048E0
1.587755150E-1,-3.161902905E0,4.205083847E0,-1.739209056E0,5.541228048E0
1.627152840E-1,-3.161902905E0,4.205083847E0,-1.739209056E0,5.541228048E0
1.666555150E-1,-3.161902905E0,4.205083847E0,-1.739209056E0,5.541228048E0
1.705959240E-1,-3.406725883E0,5.620413780E0,-2.201040030E0,6.931046784E0
1.745373850E-1,-3.406725883E0,5.620413780E0,-2.201040030E0,6.931046784E0
1.784776930E-1,-3.406725883E0,5.620413780E0,-2.201040030E0,6.931046784E0
1.824192360E-1,-3.406725883E0,5.620413780E0,-2.201040030E0,6.931046784E0
1.863593130E-1,-3.406725883E0,5.620413780E0,-2.201040030E0,6.931046784E0
1.902993130E-1,-4.171948910E0,7.227265835E0,-8.716700226E-2,8.345425528E0
1.942389660E-1,-4.171948910E0,7.227265835E0,-8.716700226E-2,8.345425528E0
1.981792740E-1,-4.171948910E0,7.227265835E0,-8.716700226E-2,8.345425528E0
2.021195050E-1,-4.171948910E0,7.227265835E0,-8.716700226E-2,8.345425528E0
2.060592650E-1,-4.514793873E0,7.819118023E0,6.160600111E-2,9.029161958E0
2.099976500E-1,-4.514793873E0,7.819118023E0,6.160600111E-2,9.029161958E0
2.139368040E-1,-4.514793873E0,7.819118023E0,6.160600111E-2,9.029161958E0
2.178767940E-1,-4.514793873E0,7.819118023E0,6.160600111E-2,9.029161958E0
2.218164860E-1,-4.514793873E0,7.819118023E0,6.160600111E-2,9.029161958E0
2.257561780E-1,-4.514793873E0,7.819118023E0,6.160600111E-2,9.029161958E0
2.296965050E-1,-4.092940807E0,5.097013950E0,-3.269269943E0,7.308887851E0
2.336367360E-1,-4.092940807E0,5.097013950E0,-3.269269943E0,7.308887851E0
2.375768130E-1,-4.092940807E0,5.097013950E0,-3.269269943E0,7.308887851E0
2.415171300E-1,-4.092940807E0,5.097013950E0,-3.269269943E0,7.308887851E0
2.454574380E-1,-4.092940807E0,5.097013950E0,-3.269269943E0,7.308887851E0
2.493976690E-1,-3.882704020E0,1.653308988E0,-2.952783108E0,5.150509605E0
2.533380680E-1,-3.882704020E0,1.653308988E0,-2.952783108E0,5.150509605E0
2.572789140E-1,-3.882704020E0,1.653308988E0,-2.952783108E0,5.150509605E0
2.612196060E-1,-3.882704020E0,1.653308988E0,-2.952783108E0,5.150509605E0
2.651599190E-1,-3.882704020E0,1.653308988E0,-2.952783108E0,5.150509605E0
2.691004570E-1,-3.938494921E0,-5.638059974E-1,-3.825850964E0,5.519669831E0
2.730407650E-1,-3.938494921E0,-5.638059974E-1,-3.825850964E0,5.519669831E0
2.769805050E-1,-3.938494921E0,-5.638059974E-1,-3.825850964E0,5.519669831E0
2.809205050E-1,-3.938494921E0,-5.638059974E-1,-3.825850964E0,5.519669831E0
2.848601970E-1,-3.938494921E0,-5.638059974E-1,-3.825850964E0,5.519669831E0
2.888005250E-1,-3.772608042E0,-1.843701959E0,-4.350916862E0,6.046675607E0
2.927404480E-1,-3.772608042E0,-1.843701959E0,-4.350916862E0,6.046675607E0
2.966804480E-1,-3.772608042E0,-1.843701959E0,-4.350916862E0,6.046675607E0
3.006207610E-1,-3.772608042E0,-1.843701959E0,-4.350916862E0,6.046675607E0
3.045610690E-1,-3.772608042E0,-1.843701959E0,-4.350916862E0,6.046675607E0
3.085011460E-1,-3.435209990E0,-3.224621058E0,-3.880908966E0,6.104121807E0
3.124705160E-1,-3.435209990E0,-3.224621058E0,-3.880908966E0,6.104121807E0
